customer_id,product_id,purchase_id,purchase_date
96,66,96,2023-05-22 14:57:00.298573
97,402,97,2023-01-31 14:57:00.298577
98,149,98,2022-11-20 14:57:00.298581
99,113,99,2023-05-26 14:57:00.298585
100,182,100,2022-09-26 14:57:00.298588
101,90,101,2023-07-15 14:57:00.298593
102,424,102,2023-03-29 14:57:00.298596
103,20,103,2023-06-27 14:57:00.298600
104,292,104,2023-06-01 14:57:00.298604
105,69,105,2023-03-29 14:57:00.298608
106,196,106,2022-09-27 14:57:00.298612
107,467,107,2023-02-15 14:57:00.298616
108,490,108,2022-08-27 14:57:00.298620
109,96,109,2022-10-02 14:57:00.298624
110,456,110,2022-09-26 14:57:00.298628
111,199,111,2023-06-05 14:57:00.298632
112,22,112,2023-06-18 14:57:00.298636
113,363,113,2023-02-28 14:57:00.298640
114,224,114,2023-07-23 14:57:00.298644
115,145,115,2023-05-27 14:57:00.298648
116,279,116,2022-12-03 14:57:00.298652
117,1,117,2023-03-10 14:57:00.298656
118,351,118,2023-01-10 14:57:00.298660
119,307,119,2023-01-29 14:57:00.298664
120,311,120,2022-10-28 14:57:00.298668
121,284,121,2022-10-08 14:57:00.298672
122,291,122,2023-06-02 14:57:00.298676
123,140,123,2022-09-02 14:57:00.298680
124,3,124,2023-02-04 14:57:00.298684
125,248,125,2022-10-25 14:57:00.298688
126,289,126,2023-05-19 14:57:00.298692
127,495,127,2022-10-19 14:57:00.298696
128,11,128,2023-03-27 14:57:00.298700
129,30,129,2023-02-09 14:57:00.298704
130,464,130,2023-01-22 14:57:00.298708
131,304,131,2022-12-14 14:57:00.298712
132,215,132,2023-03-05 14:57:00.298715
133,145,133,2022-12-27 14:57:00.298719
134,43,134,2023-05-06 14:57:00.298723
135,21,135,2023-04-20 14:57:00.298727
136,58,136,2022-11-25 14:57:00.298731
137,359,137,2022-08-16 14:57:00.298735
138,19,138,2023-05-20 14:57:00.298739
139,318,139,2022-10-22 14:57:00.298742
140,451,140,2023-07-22 14:57:00.298746
141,219,141,2022-12-27 14:57:00.298750
142,6,142,2023-01-14 14:57:00.298754
143,260,143,2022-11-26 14:57:00.298758
144,71,144,2022-08-26 14:57:00.298762
145,136,145,2023-08-09 14:57:00.298766
146,141,146,2023-02-07 14:57:00.298770
147,438,147,2022-11-21 14:57:00.298774
148,342,148,2023-01-25 14:57:00.298778
149,93,149,2023-01-17 14:57:00.298782
150,276,150,2023-03-27 14:57:00.298786
151,141,151,2022-08-21 14:57:00.298789
152,13,152,2023-03-06 14:57:00.298794
153,63,153,2022-08-17 14:57:00.298797
154,380,154,2023-07-05 14:57:00.298801
155,415,155,2022-09-21 14:57:00.298805
156,431,156,2022-09-03 14:57:00.298809
157,175,157,2022-12-14 14:57:00.298813
158,198,158,2023-02-19 14:57:00.298817
159,222,159,2022-12-01 14:57:00.298821
160,256,160,2023-02-27 14:57:00.298825
161,326,161,2023-07-03 14:57:00.298829
162,32,162,2022-10-27 14:57:00.298833
163,120,163,2023-04-28 14:57:00.298837
164,226,164,2022-11-12 14:57:00.298841
165,317,165,2023-05-20 14:57:00.298845
166,237,166,2023-08-14 14:57:00.298849
167,220,167,2022-12-06 14:57:00.298853
168,336,168,2022-09-05 14:57:00.298857
169,392,169,2023-03-07 14:57:00.298861
170,378,170,2022-12-21 14:57:00.298865
171,337,171,2023-08-12 14:57:00.298868
172,47,172,2023-06-15 14:57:00.298872
173,322,173,2023-07-31 14:57:00.298876
174,429,174,2023-04-22 14:57:00.298881
175,127,175,2023-05-11 14:57:00.298885
176,107,176,2023-06-08 14:57:00.298888
177,454,177,2023-02-07 14:57:00.298892
178,130,178,2023-01-10 14:57:00.298896
179,228,179,2023-02-09 14:57:00.298900
180,315,180,2023-06-06 14:57:00.298904
181,420,181,2023-01-26 14:57:00.298908
182,385,182,2023-02-24 14:57:00.298912
183,211,183,2023-06-13 14:57:00.298916
184,167,184,2023-01-29 14:57:00.298920
185,237,185,2023-05-27 14:57:00.298924
186,145,186,2023-04-27 14:57:00.298928
187,91,187,2023-08-10 14:57:00.298932
188,295,188,2023-07-18 14:57:00.298935
189,388,189,2023-06-29 14:57:00.298939
190,9,190,2023-06-04 14:57:00.298943
191,447,191,2023-07-09 14:57:00.298947
192,385,192,2023-06-13 14:57:00.298951
193,9,193,2022-08-22 14:57:00.298955
194,38,194,2023-07-06 14:57:00.298959
195,104,195,2023-05-10 14:57:00.298963
196,59,196,2023-04-29 14:57:00.298967
197,165,197,2022-10-04 14:57:00.298971
198,437,198,2023-06-08 14:57:00.298975
199,299,199,2022-12-23 14:57:00.298979
200,3,200,2022-11-10 14:57:00.298983
201,478,201,2022-09-15 14:57:00.298987
202,431,202,2023-04-17 14:57:00.298991
203,49,203,2023-07-31 14:57:00.298995
204,399,204,2023-03-02 14:57:00.298999
205,323,205,2023-05-13 14:57:00.299003
206,195,206,2023-07-07 14:57:00.299007
207,305,207,2023-07-11 14:57:00.299011
208,403,208,2023-06-08 14:57:00.299015
209,389,209,2023-07-06 14:57:00.299019
210,243,210,2023-06-13 14:57:00.299023
211,485,211,2022-10-24 14:57:00.299027
212,374,212,2023-08-15 14:57:00.299064
213,105,213,2023-03-24 14:57:00.299073
214,271,214,2022-12-22 14:57:00.299077
215,13,215,2023-03-04 14:57:00.299081
216,500,216,2022-12-19 14:57:00.299085
217,19,217,2023-03-17 14:57:00.299089
218,48,218,2023-04-21 14:57:00.299093
219,87,219,2022-12-15 14:57:00.299097
220,235,220,2023-01-12 14:57:00.299101
221,441,221,2022-09-25 14:57:00.299105
222,332,222,2023-05-18 14:57:00.299109
223,55,223,2023-07-23 14:57:00.299113
224,308,224,2023-08-04 14:57:00.299117
225,151,225,2023-03-05 14:57:00.299121
226,269,226,2023-06-03 14:57:00.299125
227,494,227,2022-11-20 14:57:00.299129
228,371,228,2022-09-27 14:57:00.299133
229,121,229,2022-10-07 14:57:00.299137
230,113,230,2022-12-10 14:57:00.299141
231,142,231,2023-03-28 14:57:00.299145
232,55,232,2022-11-11 14:57:00.299149
233,106,233,2022-08-26 14:57:00.299153
234,46,234,2023-04-04 14:57:00.299157
235,206,235,2023-06-22 14:57:00.299161
236,119,236,2023-05-13 14:57:00.299165
237,231,237,2023-06-17 14:57:00.299169
238,131,238,2022-12-22 14:57:00.299172
239,156,239,2023-03-13 14:57:00.299176
240,58,240,2023-03-22 14:57:00.299180
241,8,241,2022-09-27 14:57:00.299184
242,218,242,2023-05-17 14:57:00.299188
243,10,243,2023-08-08 14:57:00.299192
244,68,244,2023-06-23 14:57:00.299196
245,229,245,2023-01-06 14:57:00.299200
246,420,246,2023-07-16 14:57:00.299204
247,475,247,2023-05-18 14:57:00.299209
248,272,248,2022-09-29 14:57:00.299213
249,110,249,2023-05-24 14:57:00.299217
250,407,250,2022-09-03 14:57:00.299220
251,55,251,2023-05-05 14:57:00.299224
252,324,252,2023-02-19 14:57:00.299228
253,491,253,2023-01-30 14:57:00.299232
254,188,254,2022-10-10 14:57:00.299236
255,82,255,2023-03-28 14:57:00.299240
256,274,256,2023-01-09 14:57:00.299244
257,369,257,2023-06-23 14:57:00.299248
258,428,258,2023-08-15 14:57:00.299253
259,473,259,2022-10-25 14:57:00.299257
260,230,260,2023-07-19 14:57:00.299261
261,303,261,2023-01-08 14:57:00.299265
262,158,262,2022-12-13 14:57:00.299269
263,92,263,2023-07-19 14:57:00.299273
264,20,264,2022-12-12 14:57:00.299277
265,8,265,2022-12-13 14:57:00.299281
266,372,266,2022-10-03 14:57:00.299285
267,3,267,2023-04-16 14:57:00.299289
268,394,268,2023-02-15 14:57:00.299293
269,409,269,2023-01-18 14:57:00.299298
270,275,270,2022-10-22 14:57:00.299302
271,56,271,2022-12-11 14:57:00.299305
272,404,272,2022-12-18 14:57:00.299309
273,418,273,2023-07-13 14:57:00.299313
274,317,274,2023-01-30 14:57:00.299317
275,473,275,2022-11-23 14:57:00.299321
276,40,276,2022-12-03 14:57:00.299326
277,283,277,2022-11-01 14:57:00.299330
278,119,278,2022-12-03 14:57:00.299334
279,399,279,2022-10-26 14:57:00.299338
280,66,280,2022-09-01 14:57:00.299342
281,346,281,2023-05-18 14:57:00.299346
282,461,282,2023-06-13 14:57:00.299350
283,293,283,2023-04-18 14:57:00.299354
284,340,284,2022-10-14 14:57:00.299358
285,257,285,2023-03-29 14:57:00.299362
286,350,286,2023-07-04 14:57:00.299366
287,287,287,2022-12-23 14:57:00.299370
288,444,288,2023-04-16 14:57:00.299374
289,426,289,2023-03-28 14:57:00.299378
290,482,290,2022-12-30 14:57:00.299382
291,128,291,2022-11-11 14:57:00.299386
292,355,292,2023-06-22 14:57:00.299390
293,358,293,2022-08-20 14:57:00.299394
294,284,294,2023-06-20 14:57:00.299398
295,349,295,2023-03-10 14:57:00.299402
296,56,296,2023-06-16 14:57:00.299406
297,376,297,2022-11-11 14:57:00.299410
298,415,298,2023-08-05 14:57:00.299414
299,50,299,2022-10-22 14:57:00.299418
300,39,300,2023-07-08 14:57:00.299422
301,113,301,2022-10-20 14:57:00.299426
302,34,302,2023-04-19 14:57:00.299430
303,407,303,2023-05-27 14:57:00.299434
304,302,304,2022-08-22 14:57:00.299438
305,450,305,2022-08-16 14:57:00.299442
306,446,306,2023-01-02 14:57:00.299446
307,84,307,2023-04-20 14:57:00.299450
308,61,308,2022-12-08 14:57:00.299454
309,386,309,2022-12-16 14:57:00.299458
310,399,310,2023-07-28 14:57:00.299462
311,375,311,2023-05-24 14:57:00.299466
312,362,312,2023-03-12 14:57:00.299470
313,369,313,2023-07-07 14:57:00.299474
314,41,314,2023-01-20 14:57:00.299478
315,436,315,2022-10-10 14:57:00.299482
316,147,316,2023-06-23 14:57:00.299486
317,482,317,2022-09-14 14:57:00.299490
318,497,318,2022-08-19 14:57:00.299494
319,173,319,2023-05-10 14:57:00.299498
320,311,320,2023-06-04 14:57:00.299503
321,167,321,2022-12-18 14:57:00.299507
322,352,322,2023-06-04 14:57:00.299511
323,0,323,2022-11-08 14:57:00.299515
324,299,324,2022-12-30 14:57:00.299518
325,17,325,2023-07-29 14:57:00.299522
326,118,326,2023-05-28 14:57:00.299526
327,79,327,2023-03-09 14:57:00.299530
328,106,328,2022-08-17 14:57:00.299534
329,72,329,2023-02-15 14:57:00.299538
330,460,330,2023-05-19 14:57:00.299542
331,173,331,2023-05-20 14:57:00.299546
332,250,332,2023-03-10 14:57:00.299550
333,482,333,2023-03-13 14:57:00.299554
334,268,334,2023-08-10 14:57:00.299557
335,259,335,2023-07-04 14:57:00.299561
336,308,336,2023-06-10 14:57:00.299565
337,417,337,2022-12-27 14:57:00.299569
338,368,338,2023-06-30 14:57:00.299573
339,78,339,2023-03-21 14:57:00.299577
340,61,340,2023-06-19 14:57:00.299581
341,169,341,2023-07-18 14:57:00.299585
342,227,342,2023-07-28 14:57:00.299589
343,254,343,2023-05-20 14:57:00.299593
344,414,344,2022-08-17 14:57:00.299597
345,13,345,2023-07-25 14:57:00.299601
346,155,346,2022-12-02 14:57:00.299605
347,461,347,2023-03-22 14:57:00.299609
348,8,348,2022-11-07 14:57:00.299613
349,173,349,2023-06-28 14:57:00.299617
350,465,350,2022-12-03 14:57:00.299621
351,189,351,2023-04-13 14:57:00.299625
352,439,352,2022-09-26 14:57:00.299629
353,89,353,2023-02-25 14:57:00.299633
354,198,354,2023-01-17 14:57:00.299637
355,342,355,2022-12-10 14:57:00.299641
356,328,356,2022-12-31 14:57:00.299645
357,195,357,2023-04-05 14:57:00.299649
358,82,358,2022-08-30 14:57:00.299653
359,365,359,2023-04-30 14:57:00.299657
360,469,360,2023-08-06 14:57:00.299661
361,415,361,2023-06-14 14:57:00.299665
362,435,362,2023-04-06 14:57:00.299669
363,374,363,2023-02-13 14:57:00.299673
364,123,364,2023-08-04 14:57:00.299677
365,338,365,2022-11-26 14:57:00.299681
366,39,366,2023-06-17 14:57:00.299685
367,155,367,2022-08-29 14:57:00.299689
368,169,368,2023-07-09 14:57:00.299693
369,353,369,2023-03-27 14:57:00.299697
370,3,370,2022-08-23 14:57:00.299701
371,329,371,2023-07-13 14:57:00.299705
372,362,372,2023-03-22 14:57:00.299709
373,417,373,2023-02-26 14:57:00.299713
374,494,374,2023-05-12 14:57:00.299717
375,380,375,2022-12-28 14:57:00.299721
376,480,376,2022-12-06 14:57:00.299725
377,174,377,2022-09-20 14:57:00.299729
378,383,378,2023-05-14 14:57:00.299733
379,237,379,2023-01-30 14:57:00.299737
380,465,380,2023-06-26 14:57:00.299741
381,62,381,2023-05-15 14:57:00.299745
382,273,382,2023-07-25 14:57:00.299749
383,463,383,2023-01-18 14:57:00.299753
384,450,384,2022-12-13 14:57:00.299757
385,388,385,2023-07-07 14:57:00.299761
386,239,386,2023-01-28 14:57:00.299765
387,165,387,2022-10-23 14:57:00.299769
388,439,388,2022-11-22 14:57:00.299773
389,451,389,2023-06-03 14:57:00.299777
390,58,390,2022-10-23 14:57:00.299781
391,166,391,2022-08-31 14:57:00.299785
392,204,392,2023-07-06 14:57:00.299789
393,48,393,2023-05-30 14:57:00.299793
394,482,394,2023-04-27 14:57:00.299797
395,208,395,2022-11-18 14:57:00.299801
396,286,396,2023-02-11 14:57:00.299805
397,194,397,2023-01-09 14:57:00.299809
398,223,398,2022-10-10 14:57:00.299813
399,177,399,2023-07-28 14:57:00.299817
400,421,400,2023-03-13 14:57:00.299821
401,196,401,2022-12-22 14:57:00.299825
402,440,402,2023-04-07 14:57:00.299829
403,246,403,2023-02-24 14:57:00.299833
404,417,404,2023-03-13 14:57:00.299837
405,304,405,2023-05-16 14:57:00.299841
406,442,406,2023-07-27 14:57:00.299845
407,18,407,2023-03-13 14:57:00.299849
408,23,408,2022-10-02 14:57:00.299853
409,364,409,2023-01-29 14:57:00.299857
410,188,410,2022-09-15 14:57:00.299861
411,205,411,2023-07-14 14:57:00.299865
412,443,412,2022-10-21 14:57:00.299869
413,149,413,2022-11-16 14:57:00.299873
414,346,414,2022-10-15 14:57:00.299877
415,408,415,2022-11-03 14:57:00.299881
416,52,416,2022-10-18 14:57:00.299885
417,40,417,2023-08-10 14:57:00.299889
418,185,418,2022-11-13 14:57:00.299910
419,152,419,2023-07-21 14:57:00.299916
420,180,420,2023-03-24 14:57:00.299920
421,365,421,2023-02-24 14:57:00.299924
422,139,422,2022-12-21 14:57:00.299928
423,398,423,2023-08-13 14:57:00.299932
424,58,424,2022-11-16 14:57:00.299936
425,5,425,2022-09-30 14:57:00.299940
426,440,426,2023-07-06 14:57:00.299944
427,158,427,2023-03-31 14:57:00.299948
428,494,428,2022-12-26 14:57:00.299952
429,76,429,2023-06-22 14:57:00.299956
430,466,430,2023-02-22 14:57:00.299960
431,37,431,2022-10-29 14:57:00.299964
432,8,432,2023-02-16 14:57:00.299968
433,350,433,2023-05-13 14:57:00.299972
434,160,434,2022-09-13 14:57:00.299976
435,245,435,2023-02-09 14:57:00.299980
436,430,436,2022-12-17 14:57:00.299984
437,119,437,2023-01-06 14:57:00.299988
438,51,438,2023-01-18 14:57:00.299992
439,62,439,2022-08-24 14:57:00.299996
440,245,440,2022-08-30 14:57:00.300000
441,302,441,2023-07-19 14:57:00.300004
442,194,442,2023-02-10 14:57:00.300008
443,473,443,2023-03-31 14:57:00.300011
444,359,444,2022-12-17 14:57:00.300015
445,389,445,2023-07-31 14:57:00.300020
446,318,446,2023-01-25 14:57:00.300023
447,152,447,2023-01-10 14:57:00.300027
448,364,448,2023-06-08 14:57:00.300031
449,450,449,2023-04-30 14:57:00.300035
450,146,450,2023-06-29 14:57:00.300039
451,328,451,2022-10-16 14:57:00.300043
452,64,452,2022-10-26 14:57:00.300047
453,443,453,2022-10-09 14:57:00.300051
454,349,454,2023-07-11 14:57:00.300055
455,139,455,2023-02-16 14:57:00.300059
456,63,456,2023-01-08 14:57:00.300063
457,41,457,2022-11-18 14:57:00.300067
458,12,458,2023-06-27 14:57:00.300071
459,228,459,2022-09-13 14:57:00.300075
460,87,460,2022-10-10 14:57:00.300079
461,33,461,2022-11-21 14:57:00.300083
462,196,462,2022-09-14 14:57:00.300087
463,348,463,2022-11-06 14:57:00.300091
464,316,464,2022-08-18 14:57:00.300095
465,193,465,2023-03-16 14:57:00.300099
466,134,466,2023-05-21 14:57:00.300103
467,175,467,2023-06-15 14:57:00.300107
468,154,468,2022-09-08 14:57:00.300111
469,350,469,2023-05-06 14:57:00.300115
470,417,470,2023-06-27 14:57:00.300119
471,126,471,2023-06-04 14:57:00.300123
472,470,472,2022-10-24 14:57:00.300127
473,92,473,2022-11-02 14:57:00.300131
474,301,474,2022-12-14 14:57:00.300135
475,208,475,2023-03-27 14:57:00.300139
476,204,476,2023-02-26 14:57:00.300143
477,108,477,2023-05-02 14:57:00.300147
478,88,478,2023-01-05 14:57:00.300151
479,401,479,2023-06-14 14:57:00.300155
480,2,480,2023-01-09 14:57:00.300159
481,359,481,2022-10-23 14:57:00.300163
482,20,482,2022-10-27 14:57:00.300167
483,359,483,2022-12-04 14:57:00.300171
484,347,484,2023-03-22 14:57:00.300175
485,400,485,2023-01-05 14:57:00.300179
486,168,486,2023-04-30 14:57:00.300183
487,325,487,2023-05-22 14:57:00.300187
488,82,488,2023-03-11 14:57:00.300191
489,480,489,2023-06-23 14:57:00.300195
490,317,490,2022-12-25 14:57:00.300199
491,384,491,2023-08-12 14:57:00.300203
492,74,492,2022-10-24 14:57:00.300206
493,468,493,2023-06-23 14:57:00.300211
494,169,494,2023-06-29 14:57:00.300215
495,370,495,2022-11-14 14:57:00.300219
496,139,496,2023-05-14 14:57:00.300223
497,36,497,2022-11-22 14:57:00.300227
498,382,498,2022-10-15 14:57:00.300231
499,305,499,2023-04-24 14:57:00.300235
500,476,500,2022-08-27 14:57:00.300239
